4.726009420196732314e-01,2.608564014196297354e-01,3.236875752151248675e-01
5.104349439812779776e-01,2.780349132715702609e-01,2.996465088406604638e-01
5.467918642584437272e-01,3.024963884347895426e-01,2.785875262837058663e-01
5.811909130127349554e-01,3.322330040719708721e-01,2.612093387513365617e-01
6.133876717494770592e-01,3.652534313613244321e-01,2.486156898555960393e-01
6.432843705870051609e-01,3.999139051479246310e-01,2.421830775067192187e-01
6.708565122816755322e-01,4.349925997120818177e-01,2.431576906892257417e-01
6.960854671539659089e-01,4.696373089896420661e-01,2.521379050052988680e-01
7.188830309778370120e-01,5.032777236981011981e-01,2.687801358292196130e-01
7.389958635991532576e-01,5.355424773344990008e-01,2.919187904634129027e-01
7.558938854631185311e-01,5.661920347387268126e-01,3.199593858816302538e-01
7.686878853682561630e-01,5.950672739248590304e-01,3.512718078982926539e-01
7.761732005017730751e-01,6.220507860772309661e-01,3.844314716872930804e-01
7.770924501350701119e-01,6.470377672123073243e-01,4.183069232174572161e-01
7.705752858015301188e-01,6.699130223762582714e-01,4.520535250357495816e-01
7.565191574287551957e-01,6.905298734774518721e-01,4.850672900530501042e-01
7.356613883775323659e-01,7.086869007676707133e-01,5.169301201040716887e-01
7.093281098716980315e-01,7.241005480478932554e-01,5.473597528584451810e-01
6.790620524408502723e-01,7.363755962887827966e-01,5.761680651620739724e-01
6.463263459476885631e-01,7.449814299139543294e-01,6.032271018595416479e-01
6.123508589545152425e-01,7.492500894348257390e-01,6.284405327840073552e-01
5.780928933779081458e-01,7.484204429206602338e-01,6.517177148988183566e-01
5.442601514522267259e-01,7.417531008376397894e-01,6.729472434527463687e-01
5.113572148254057481e-01,7.287188210120997267e-01,6.919667096235868620e-01
4.797349142521712406e-01,7.092131563053153398e-01,7.085255806995263139e-01
4.496345262420360367e-01,6.836993983644908957e-01,7.222397441742532953e-01
4.212254469175566451e-01,6.531890565161587725e-01,7.325416120629791861e-01
3.946379841661287746e-01,6.190543621175295108e-01,7.386422942998470687e-01
3.699942421819124028e-01,5.827639952009956437e-01,7.395440502294543528e-01
3.474407526203751040e-01,5.456563124202389314e-01,7.341622208831213303e-01
3.271868587184172394e-01,5.088119852638330887e-01,7.216011129767680998e-01
3.095524384254360051e-01,4.730232383117858319e-01,7.015325119180538804e-01
2.950255670251177853e-01,4.388250586740427006e-01,6.744826807880874853e-01
2.843215355542471068e-01,4.065538007999798253e-01,6.418094631986244192e-01
2.784142257978029500e-01,3.764127408359171367e-01,6.053536444341917067e-01
2.784801733891898445e-01,3.485390915288876790e-01,5.669841879881983848e-01
2.856800675420613222e-01,3.230796518733564660e-01,5.282718928515317547e-01
3.007625855138105209e-01,3.002928210575527279e-01,4.903666615987637978e-01
3.236423584675340304e-01,2.806965911800408109e-01,4.540224434387366559e-01
3.532386089178171651e-01,2.652475422071526312e-01,4.196862009959945183e-01
3.877327385406453275e-01,2.554264649501756801e-01,3.875961805269050320e-01
4.250784694615790116e-01,2.529826478692205338e-01,3.578700684040380664e-01
4.634505515658445263e-01,2.592319843019107450e-01,3.305873730133868094e-01
5.014629063699834743e-01,2.743239983464823006e-01,3.058819650867967699e-01
5.381843400295989177e-01,2.971121915390991797e-01,2.840597397834221383e-01
5.730536113628931227e-01,3.256768050209326026e-01,2.657343152850564216e-01
6.057722819554978155e-01,3.579847267147998058e-01,2.519191696570624583e-01
6.362099703741020962e-01,3.922961647359975434e-01,2.439513073022186729e-01
6.643269930430739656e-01,4.272900674437194457e-01,2.431466608956700526e-01
6.901058387865430799e-01,4.620324542959083347e-01,2.502838535014559329e-01
7.134779768311632075e-01,4.958924251727190313e-01,2.652341356469527511e-01
7.342328101672935814e-01,5.284564680456612651e-01,2.869895408374975032e-01
7.519076099914783207e-01,5.594573839631562517e-01,3.140171297416889939e-01
7.656927420444723520e-01,5.887193219938803290e-01,3.446704163979529278e-01
7.744392831285970002e-01,6.161162975073172232e-01,3.774683403130874582e-01
7.768715448145890878e-01,6.415410558931086138e-01,4.112129021843655141e-01
7.720018961058844331e-01,6.648809142976904729e-01,4.449987213954931242e-01
7.595474274093209077e-01,6.859964817035341111e-01,4.781725426190678307e-01
7.400784845482487606e-01,7.046990186009296497e-01,5.102789081665985993e-01
7.148245318387506098e-01,7.207238403695878093e-01,5.410085811923485144e-01
6.853091944890951082e-01,7.337008190161260490e-01,5.701549741170784946e-01
6.530283460704047194e-01,7.431284773425844703e-01,5.975785981030642402e-01
6.192667270493539267e-01,7.483658309645320195e-01,6.231775008729006915e-01
5.850385676286141701e-01,7.486648401092913518e-01,6.468609292474446493e-01
5.511010314172737345e-01,7.432692758072306782e-01,6.685231606368174928e-01
5.179978386100753118e-01,7.315897172532690451e-01,6.880142397562722945e-01
4.861088910510786842e-01,7.134191631236702635e-01,7.051044223920505116e-01
4.556958115987446711e-01,6.890993829490068556e-01,7.194403366613876250e-01
4.269409178219825685e-01,6.595389320752410578e-01,7.304952248702404338e-01
3.999808589463763053e-01,6.260555507632675765e-01,7.375264622630015587e-01
3.749376760507535655e-01,5.901180950061849506e-01,7.395735982551155940e-01
3.519508259639638759e-01,5.531049175136348861e-01,7.355531488776452242e-01
3.312141411090575027e-01,5.161545697296157087e-01,7.245028637559084439e-01
3.130215098422818309e-01,4.801174861898805935e-01,7.059506230709226005e-01
2.978228292139991629e-01,4.455774825930320371e-01,6.802397773519903712e-01
2.862842086684032061e-01,4.129068465866373994e-01,6.485792082465051678e-01
2.793285459583144115e-01,3.823313613616408646e-01,6.127484964301405101e-01
2.781030779590348834e-01,3.539968977506778303e-01,5.746427674826809495e-01
2.837980656926957779e-01,3.280423459470868663e-01,5.359086616936793446e-01
2.972803707285283648e-01,3.046947380265761507e-01,4.977823697840578765e-01
3.186557130849873021e-01,2.844074374902341718e-01,4.610916737614526029e-01
3.470340657005834828e-01,2.680381008582159996e-01,4.263376188389589871e-01
3.807068781566916860e-01,2.569696915126847281e-01,3.937934031724837913e-01
4.176320813293921685e-01,2.529413653570201648e-01,3.635948386182651926e-01
4.559155539831739601e-01,2.574204940884868842e-01,3.358229437605261269e-01
4.940777492538110383e-01,2.708210690305186685e-01,3.105931956900228053e-01
5.311020174792027149e-01,2.922252876492609786e-01,2.881677993174232566e-01
5.663620666285904548e-01,3.198102878521694725e-01,2.690905335578268609e-01
5.995152396392099403e-01,3.515234144272972872e-01,2.542955537510555031e-01
6.304042288738885835e-01,3.855503276818145753e-01,2.450748002169607087e-01
6.589766508874862483e-01,4.204871675040153800e-01,2.427864835081857131e-01
6.852156742893483754e-01,4.553298905223361337e-01,2.483521386320085567e-01
7.090687903321086782e-01,4.893950536616184510e-01,2.618309753134791529e-01
7.303609102883570348e-01,5.222324754681332282e-01,2.823653338969029924e-01
7.486868076295286611e-01,5.535509142607589750e-01,3.084906027802026829e-01
7.633082277714197117e-01,5.831600891794591623e-01,3.385554842994166203e-01
7.731329752477489325e-01,6.109268076505269818e-01,3.710332024649216631e-01
7.768825839544103440e-01,6.367420400924004298e-01,4.046675486760273888e-01
7.734773790978761721e-01,6.604956832793855703e-01,4.384984660004518919e-01
7.624754925616920032e-01,6.820550563722683757e-01,4.718277533939810864e-01
7.442878996394386437e-01,7.012427923704618316e-01,5.041656498799715891e-01
7.200429666855661104e-01,7.178110630327583230e-01,5.351780834745274440e-01
6.912358353380024800e-01,7.314123269370577107e-01,5.646414369672659861e-01
6.593863761695833992e-01,7.415718889375115808e-01,5.924055540947114062e-01
6.258278701711976755e-01,7.476748163582411788e-01,6.183632141550085004e-01
5.916273159888306710e-01,7.489884498531202972e-01,6.424233901371124711e-01
5.575887320957821913e-01,7.447468624199534704e-01,6.644852894697639289e-01
5.242932599476097799e-01,7.343120441927050157e-01,6.844099349499288554e-01
4.921488007626578232e-01,7.173872645530260383e-01,7.019860352572667717e-01
4.614366722968912260e-01,6.942014451332593206e-01,7.168877610912506304e-01
4.323518345500730331e-01,6.655610920220998983e-01,7.286255567737314198e-01
4.050373802305043958e-01,6.327235431134190513e-01,7.365004244792586752e-01
3.796158413089452677e-01,5.971491877178389807e-01,7.395904084211868401e-01
3.562207340916491161e-01,5.602487182814023248e-01,7.368218147758296421e-01
3.350322610347772900e-01,5.232134598129968284e-01,7.271828928210615217e-01
3.163210780993714888e-01,4.869493388930545286e-01,7.100772265504452507e-01
3.005024000482636182e-01,4.520879272923756242e-01,6.856761921289826756e-01
2.881965045275835524e-01,4.190373815290330262e-01,6.550355495943226414e-01
2.802762016882693885e-01,3.880466482127977734e-01,6.198592684114186957e-01
2.778540393207770132e-01,3.592717618929597845e-01,5.820539436801983602e-01
2.821350686770860983e-01,3.328466524149993333e-01,5.433329215864827200e-01
2.940831907502604037e-01,3.089723621962782718e-01,5.050150965173113571e-01
3.139791499693259658e-01,2.880457738599944695e-01,4.680018520511379232e-01
3.411239344483557034e-01,2.708333184861611009e-01,4.328494224940828139e-01
3.739341874297056334e-01,2.586173811356250463e-01,3.998674789156084763e-01
4.103902109701140222e-01,2.531036323154979284e-01,3.692118033368121388e-01
4.485410329776473581e-01,2.558763618018514707e-01,3.409675467344263633e-01
4.868181449932533766e-01,2.675966477088571605e-01,3.152358174333488861e-01
5.241193263899048826e-01,2.875871432002846118e-01,2.922406934779315235e-01
5.597513620182765770e-01,3.141456698831937011e-01,2.724615365083362106e-01
