2.576925982474881360e-01,3.622809233053606026e-01,6.082652247161571823e-01,0.000000000000000000e+00
2.575479864683328790e-01,3.486602519713679627e-01,5.887062173297520351e-01,0.000000000000000000e+00
2.589805300602421867e-01,3.355896025714825148e-01,5.690795410833489054e-01,0.000000000000000000e+00
2.621221411440070592e-01,3.230757726463266422e-01,5.495337244378039054e-01,0.000000000000000000e+00
2.670804258810473009e-01,3.111312360898777496e-01,5.301918512925711813e-01,0.000000000000000000e+00
2.739251942386044525e-01,2.997772990895060663e-01,5.111532686783460955e-01,0.000000000000000000e+00
2.826762538421582205e-01,2.890481747680247460e-01,4.924961709597753812e-01,0.000000000000000000e+00
2.932956210458861901e-01,2.789958834803777377e-01,4.742804531756582009e-01,0.000000000000000000e+00
3.056853761497899669e-01,2.696958998504801475e-01,4.565506224284527903e-01,0.000000000000000000e+00
3.196923798334625477e-01,2.612527656176761859e-01,4.393385311121149051e-01,0.000000000000000000e+00
3.351189601983673994e-01,2.538043311257516255e-01,4.226658544074249901e-01,0.000000000000000000e+00
3.517376089490449886e-01,2.475225442714241442e-01,4.065462869687369030e-01,0.000000000000000000e+00
3.693068503323034824e-01,2.426083826781352537e-01,3.909874989229601416e-01,0.000000000000000000e+00
3.875860850906636679e-01,2.392790183877703536e-01,3.759929119818286036e-01,0.000000000000000000e+00
4.063474963015227814e-01,2.377470610017087815e-01,3.615633988781203900e-01,0.000000000000000000e+00
4.253843339514005728e-01,2.381944760724011845e-01,3.476990179975019135e-01,0.000000000000000000e+00
4.445155901229558837e-01,2.407467060469059283e-01,3.344009162742110908e-01,0.000000000000000000e+00
4.635876711973800912e-01,2.454532257558132147e-01,3.216735232417943235e-01,0.000000000000000000e+00
4.824738260242642518e-01,2.522796767937775519e-01,3.095271653774974707e-01,0.000000000000000000e+00
5.010721380389051571e-01,2.611128082967799635e-01,2.979811809462147854e-01,0.000000000000000000e+00
5.193027371810188253e-01,2.717757292395708846e-01,2.870675325865548744e-01,0.000000000000000000e+00
5.371047186830103515e-01,2.840486633786493131e-01,2.768347563621401664e-01,0.000000000000000000e+00
5.544330959887447952e-01,2.976902152420738967e-01,2.673518506856633614e-01,0.000000000000000000e+00
5.712559669389831729e-01,3.124556787611360020e-01,2.587114370829527443e-01,0.000000000000000000e+00
5.875519880960982100e-01,3.281105113940692153e-01,2.510311917613218813e-01,0.000000000000000000e+00
6.033081576050230987e-01,3.444390447012998790e-01,2.444524749274983866e-01,0.000000000000000000e+00
6.185178839209796164e-01,3.612490000105154087e-01,2.391350774722552641e-01,0.000000000000000000e+00
6.331792766771359160e-01,3.783729674045029912e-01,2.352476214347172245e-01,0.000000000000000000e+00
6.472935930705073782e-01,3.956678091146478837e-01,2.329539174157707060e-01,0.000000000000000000e+00
6.608637517404937212e-01,4.130129357053900496e-01,2.323970306954186993e-01,0.000000000000000000e+00
6.738928365903853468e-01,4.303079347512657193e-01,2.336834509729417975e-01,0.000000000000000000e+00
6.863824931307054289e-01,4.474700195328862318e-01,2.368704376871663964e-01,0.000000000000000000e+00
6.983311192120807975e-01,4.644315207202296958e-01,2.419589367516828127e-01,0.000000000000000000e+00
7.097317537199053783e-01,4.811375474078585790e-01,2.488932083532507389e-01,0.000000000000000000e+00
7.205695889631068551e-01,4.975438739489311257e-01,2.575666860062821306e-01,0.000000000000000000e+00
7.308190913453390669e-01,5.136150650445396870e-01,2.678323926911972408e-01,0.000000000000000000e+00
7.404408142591312192e-01,5.293228303400498991e-01,2.795155048097177075e-01,0.000000000000000000e+00
7.493781553551492891e-01,5.446445857317588901e-01,2.924260034433902034e-01,0.000000000000000000e+00
7.575545073974511157e-01,5.595621990740945462e-01,3.063697877359895516e-01,0.000000000000000000e+00
7.648714780700169857e-01,5.740608973200306275e-01,3.211574383865958837e-01,0.000000000000000000e+00
7.712090239700235550e-01,5.881283155697079046e-01,3.366104225836064612e-01,0.000000000000000000e+00
7.764283707553374381e-01,6.017536707671804486e-01,3.525649614405327870e-01,0.000000000000000000e+00
7.803783639938309813e-01,6.149270434599816149e-01,3.688739913948270721e-01,0.000000000000000000e+00
7.829053482061335556e-01,6.276387496283921674e-01,3.854077037102702219e-01,0.000000000000000000e+00
7.838658585371082177e-01,6.398787811963395633e-01,4.020531106841697122e-01,0.000000000000000000e+00
7.831405112177192152e-01,6.516362899386186625e-01,4.187130022312271493e-01,0.000000000000000000e+00
7.806468469529387333e-01,6.628990864509013425e-01,4.353045659968926007e-01,0.000000000000000000e+00
7.763488198908524707e-01,6.736531253543327491e-01,4.517578628350575332e-01,0.000000000000000000e+00
7.702612498373719863e-01,6.838819509059654855e-01,4.680142836081028213e-01,0.000000000000000000e+00
7.624486789321193170e-01,6.935660837574917359e-01,4.840250640894895873e-01,0.000000000000000000e+00
7.530192855633832671e-01,7.026823391662115892e-01,4.997499000080988241e-01,0.000000000000000000e+00
7.421153932414346066e-01,7.112030788371701551e-01,5.151556808328326964e-01,0.000000000000000000e+00
7.299024404955531953e-01,7.190954123914431451e-01,5.302153457523992586e-01,0.000000000000000000e+00
7.165581183805664889e-01,7.263203807875299178e-01,5.449068559464488315e-01,0.000000000000000000e+00
7.022628816169007582e-01,7.328321737323008067e-01,5.592122715169104419e-01,0.000000000000000000e+00
6.871924651970828801e-01,7.385774569843936987e-01,5.731169183712904180e-01,0.000000000000000000e+00
6.715125477358837580e-01,7.434949166718358704e-01,5.866086282647585692e-01,0.000000000000000000e+00
6.553753991827406811e-01,7.475151441812629693e-01,5.996770361898368096e-01,0.000000000000000000e+00
6.389181380672449562e-01,7.505610445336050596e-01,6.123129146936014955e-01,0.000000000000000000e+00
6.222622468374241489e-01,7.525489371459896937e-01,6.245075283462591109e-01,0.000000000000000000e+00
6.055138185639394877e-01,7.533905942711374149e-01,6.362519854526510477e-01,0.000000000000000000e+00
5.887645737109716837e-01,7.529962252527848676e-01,6.475365808931634604e-01,0.000000000000000000e+00
5.720929850509295367e-01,7.512786796120838329e-01,6.583500868626075420e-01,0.000000000000000000e+00
5.555656729595808141e-01,7.481586253613949911e-01,6.686789917179771781e-01,0.000000000000000000e+00
5.392387862258862796e-01,7.435705263272354149e-01,6.785066554151831797e-01,0.000000000000000000e+00
5.231593606312718858e-01,7.374688949203367372e-01,6.878123634470669767e-01,0.000000000000000000e+00
5.073666002832916133e-01,7.298341252201063778e-01,6.965702672379621152e-01,0.000000000000000000e+00
4.918930652712938945e-01,7.206771385565222676e-01,7.047482007587896335e-01,0.000000000000000000e+00
4.767657642850670618e-01,7.100421074885039374e-01,7.123063885137371765e-01,0.000000000000000000e+00
4.620071480861658864e-01,6.980065193271151047e-01,7.191960627791661453e-01,0.000000000000000000e+00
4.476360343615065629e-01,6.846788632585196765e-01,7.253580802807038097e-01,0.000000000000000000e+00
4.336684618692662752e-01,6.701936976644270461e-01,7.307216498647676195e-01,0.000000000000000000e+00
4.201185026047549176e-01,6.547050402840707273e-01,7.352033755033305917e-01,0.000000000000000000e+00
4.069990499166949993e-01,6.383788348263705892e-01,7.387068914696176547e-01,0.000000000000000000e+00
3.943226044989752155e-01,6.213853701208644775e-01,7.411234669454203061e-01,0.000000000000000000e+00
3.821020819745167274e-01,6.038924222665084107e-01,7.423340322920680689e-01,0.000000000000000000e+00
3.703516675807002612e-01,5.860596445179924174e-01,7.422130734310086186e-01,0.000000000000000000e+00
3.590877431630782324e-01,5.680344252904112601e-01,7.406347281565212048e-01,0.000000000000000000e+00
3.483299123760520422e-01,5.499492390927802621e-01,7.374811612810284744e-01,0.000000000000000000e+00
3.381021499675361808e-01,5.319203583763464360e-01,7.326528665797895634e-01,0.000000000000000000e+00
3.284340907470990611e-01,5.140476563823637157e-01,7.260798737211001663e-01,0.000000000000000000e+00
3.193624690740789474e-01,4.964151652767787026e-01,7.177321894878460062e-01,0.000000000000000000e+00
3.109326969796130102e-01,4.790922808912990161e-01,7.076278592219115149e-01,0.000000000000000000e+00
3.032005373510771595e-01,4.621352665589383846e-01,6.958366978915744294e-01,0.000000000000000000e+00
2.962337728311322249e-01,4.455889376803710555e-01,6.824787393837148386e-01,0.000000000000000000e+00
2.901136990546309691e-01,4.294884144150571403e-01,6.677174638661053097e-01,0.000000000000000000e+00
2.849362015628895684e-01,4.138608773245538441e-01,6.517488022389288371e-01,0.000000000000000000e+00
2.808119549041967478e-01,3.987272899830561768e-01,6.347882063722134482e-01,0.000000000000000000e+00
2.778653583338776545e-01,3.841041251537996581e-01,6.170572342012956568e-01,0.000000000000000000e+00
2.762315310913880384e-01,3.700051193845360076e-01,5.987720104229687923e-01,0.000000000000000000e+00
2.760508915354747406e-01,3.564431517684373829e-01,5.801341950001994707e-01,0.000000000000000000e+00
2.774609627212860086e-01,3.434323544119514682e-01,5.613250474186557426e-01,0.000000000000000000e+00
2.805855607144697172e-01,3.309906052839166057e-01,5.425022949853463006e-01,0.000000000000000000e+00
2.855220483013626298e-01,3.191425434582494947e-01,5.237993899004173004e-01,0.000000000000000000e+00
2.923285885357015390e-01,3.079233231749711752e-01,5.053262927623898282e-01,0.000000000000000000e+00
3.010130473223838199e-01,2.973830748880114672e-01,4.871715323246511020e-01,0.000000000000000000e+00
3.115263798230883951e-01,2.875920431503504182e-01,4.694046747308653900e-01,0.000000000000000000e+00
3.237618386405256010e-01,2.786458345918166879e-01,4.520790950836712785e-01,0.000000000000000000e+00
3.375606633718435945e-01,2.706697561078346137e-01,4.352346832697384094e-01,0.000000000000000000e+00
3.527232229298611910e-01,2.638205456358139744e-01,4.189004060991857736e-01,0.000000000000000000e+00
3.527232229298611910e-01,2.638205456358139744e-01,4.189004060991857736e-01,5.000000000000000000e+00
3.603364608103027944e-01,2.698576042178973400e-01,4.160924229242562999e-01,5.000000000000000000e+00
3.677107242400475817e-01,2.758560511792609860e-01,4.135966740977330414e-01,5.000000000000000000e+00
3.748486115399750074e-01,2.818077711711079458e-01,4.113963018256936999e-01,5.000000000000000000e+00
3.817529082186787437e-01,2.877054290521280921e-01,4.094749911611312854e-01,5.000000000000000000e+00
3.884265850712693147e-01,2.935424268279274163e-01,4.078169995893247690e-01,5.000000000000000000e+00
3.948727909204999276e-01,2.993128353591758550e-01,4.064071556129810747e-01,5.000000000000000000e+00
4.010948461623275452e-01,3.050113422177936351e-01,4.052308579985609560e-01,5.000000000000000000e+00
4.070962371560480353e-01,3.106332143179449390e-01,4.042740806774051676e-01,5.000000000000000000e+00
4.128806058042406302e-01,3.161742506900945271e-01,4.035233657309410527e-01,5.000000000000000000e+00
4.184517448071266577e-01,3.216307609795229783e-01,4.029658209743147146e-01,5.000000000000000000e+00
4.238135783384301414e-01,3.269995031462397672e-01,4.025891041499541356e-01,5.000000000000000000e+00
4.289701532636989167e-01,3.322776402588366595e-01,4.023814189965086996e-01,5.000000000000000000e+00
4.339256307637939791e-01,3.374627562722826712e-01,4.023314968706543371e-01,5.000000000000000000e+00
4.386842712703119540e-01,3.425527882022855741e-01,4.024285892241817875e-01,5.000000000000000000e+00
4.432504215832146488e-01,3.475460141934337277e-01,4.026624494998383708e-01,5.000000000000000000e+00
4.476285033811708836e-01,3.524410197153672875e-01,4.030233220048863307e-01,5.000000000000000000e+00
4.518230003783035298e-01,3.572366806165371278e-01,4.035019239373437427e-01,5.000000000000000000e+00
4.558384464622790566e-01,3.619321358542156308e-01,4.040894319801765500e-01,5.000000000000000000e+00
4.596794137781763379e-01,3.665267713782922043e-01,4.047774646058103221e-01,5.000000000000000000e+00
4.633505015919184289e-01,3.710201980822629420e-01,4.055580678030575315e-01,5.000000000000000000e+00
4.668563253481569086e-01,3.754122353939888246e-01,4.064236987281966140e-01,5.000000000000000000e+00
4.702015045874164967e-01,3.797028891966289232e-01,4.073672101182371219e-01,5.000000000000000000e+00
4.733906560407987740e-01,3.838923429702699175e-01,4.083818355159078428e-01,5.000000000000000000e+00
4.764283828216677730e-01,3.879809441738950593e-01,4.094611719542237682e-01,5.000000000000000000e+00
4.793192651979645280e-01,3.919691902737462152e-01,4.105991645736763451e-01,5.000000000000000000e+00
4.820678532069269107e-01,3.958577038232306555e-01,4.117900976666637458e-01,5.000000000000000000e+00
4.846786585819300441e-01,3.996472349389442735e-01,4.130285741040258252e-01,5.000000000000000000e+00
4.871561479676851381e-01,4.033386451336398171e-01,4.143095035769237544e-01,5.000000000000000000e+00
4.895047366479352569e-01,4.069328941845015146e-01,4.156280902221972107e-01,5.000000000000000000e+00
4.917287824882036751e-01,4.104310353588232485e-01,4.169798172605335140e-01,5.000000000000000000e+00
4.938325805956987891e-01,4.138342033228255556e-01,4.183604355153983101e-01,5.000000000000000000e+00
4.958203586323914336e-01,4.171436067166590100e-01,4.197659506343327518e-01,5.000000000000000000e+00
4.976962726317876173e-01,4.203605208683270922e-01,4.211926109628469361e-01,5.000000000000000000e+00
4.994644031088638081e-01,4.234862786625989695e-01,4.226368969945627496e-01,5.000000000000000000e+00
5.011287521061236205e-01,4.265222653538671693e-01,4.240955096642251010e-01,5.000000000000000000e+00
5.026932401020232088e-01,4.294699117303188984e-01,4.255653597214287265e-01,5.000000000000000000e+00
5.041617032245153673e-01,4.323306877175929763e-01,4.270435573817565889e-01,5.000000000000000000e+00
5.055378919790129988e-01,4.351060978875389007e-01,4.285274026782198153e-01,5.000000000000000000e+00
5.068254685099109480e-01,4.377976747882039721e-01,4.300143758936104676e-01,5.000000000000000000e+00
5.080280061422418614e-01,4.404069754407314852e-01,4.315021285689195074e-01,5.000000000000000000e+00
5.091489890711378141e-01,4.429355778745294181e-01,4.329884749025665336e-01,5.000000000000000000e+00
5.101918116676900095e-01,4.453850769720120173e-01,4.344713834708827105e-01,5.000000000000000000e+00
5.111597745375298096e-01,4.477570760888701651e-01,4.359489686685732446e-01,5.000000000000000000e+00
5.120560876808742945e-01,4.500531877313838081e-01,4.374194837471340191e-01,5.000000000000000000e+00
5.128838712590333415e-01,4.522750310619347847e-01,4.388813137530376829e-01,5.000000000000000000e+00
5.136461552968926147e-01,4.544242281368827130e-01,4.403329684635281516e-01,5.000000000000000000e+00
5.143458764166931596e-01,4.565023975489257979e-01,4.417730741585940701e-01,5.000000000000000000e+00
5.149858826904257780e-01,4.585111558499486151e-01,4.432003690595811563e-01,5.000000000000000000e+00
5.155689344654728057e-01,4.604521151693338199e-01,4.446136973026594830e-01,5.000000000000000000e+00
5.160977046255539324e-01,4.623268803942871541e-01,4.460120028266970071e-01,5.000000000000000000e+00
5.165747764948352971e-01,4.641370443809275104e-01,4.473943221872282994e-01,5.000000000000000000e+00
5.170026492266619478e-01,4.658841897747279526e-01,4.487597815036055704e-01,5.000000000000000000e+00
5.173837386275387251e-01,4.675698868950677323e-01,4.501075912185842354e-01,5.000000000000000000e+00
5.177203777817095398e-01,4.691956915716167242e-01,4.514370408789019629e-01,5.000000000000000000e+00
5.180148162112110377e-01,4.707631418864845485e-01,4.527474931992896412e-01,5.000000000000000000e+00
5.182692250357038288e-01,4.722737598385470803e-01,4.540383819495148465e-01,5.000000000000000000e+00
5.184856978805583161e-01,4.737290496442980725e-01,4.553092074571531422e-01,5.000000000000000000e+00
5.186662516932579736e-01,4.751304960733158111e-01,4.565595320476005248e-01,5.000000000000000000e+00
5.188128270565126599e-01,4.764795624740602586e-01,4.577889752361429254e-01,5.000000000000000000e+00
5.189272926579053813e-01,4.777776921032700352e-01,4.589972123377060731e-01,5.000000000000000000e+00
5.190114463697670377e-01,4.790263069018121933e-01,4.601839705893404076e-01,5.000000000000000000e+00
5.190670161580441810e-01,4.802268061443320524e-01,4.613490251963152655e-01,5.000000000000000000e+00
5.190956613274207987e-01,4.813805654409477053e-01,4.624921958272057987e-01,5.000000000000000000e+00
5.190989761041014949e-01,4.824889377722433315e-01,4.636133453183372555e-01,5.000000000000000000e+00
5.190784909299609451e-01,4.835532526758448690e-01,4.647123765249769334e-01,5.000000000000000000e+00
5.190356732798665496e-01,4.845748150559202050e-01,4.657892286768471890e-01,5.000000000000000000e+00
5.189719296458964459e-01,4.855549050895673346e-01,4.668438751343203519e-01,5.000000000000000000e+00
5.188886084489305883e-01,4.864947790193838162e-01,4.678763222884385620e-01,5.000000000000000000e+00
5.187870014664742735e-01,4.873956687100639562e-01,4.688866070140309539e-01,5.000000000000000000e+00
5.186683450400328965e-01,4.882587810502221903e-01,4.698747939286037067e-01,5.000000000000000000e+00
5.185338206313342413e-01,4.890852968230441356e-01,4.708409720033721602e-01,5.000000000000000000e+00
5.183845586318605037e-01,4.898763726440997779e-01,4.717852552737681893e-01,5.000000000000000000e+00
5.182216394028740236e-01,4.906331404157184828e-01,4.727077803264376210e-01,5.000000000000000000e+00
5.180460948412390909e-01,4.913567072909438282e-01,4.736087044905488708e-01,5.000000000000000000e+00
5.178589091845107184e-01,4.920481547562081115e-01,4.744882028007432195e-01,5.000000000000000000e+00
5.176610215676527016e-01,4.927085399459170678e-01,4.753464682188163204e-01,5.000000000000000000e+00
5.174533274870987132e-01,4.933388956782445156e-01,4.761837100589872418e-01,5.000000000000000000e+00
5.172366802801254826e-01,4.939402305768677004e-01,4.770001525782711083e-01,5.000000000000000000e+00
5.170118920249604511e-01,4.945135284638284001e-01,4.777960324561316696e-01,5.000000000000000000e+00
5.167797354031983259e-01,4.950597491357267566e-01,4.785715984702398340e-01,5.000000000000000000e+00
5.165409453360012559e-01,4.955798289036423276e-01,4.793271108428409644e-01,5.000000000000000000e+00
